name,sample_ID,start_position,end_position,length,label,logits,softmax_probs
NZ_JRKQ01000001,NZ_JRKQ01000001.1,0,3999,4000,0,"[3.881376028060913, -3.7016375064849854]","[0.9994912147521973, 0.000508765981066972]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,100,4099,4000,0,"[3.839888572692871, -3.662749767303467]","[0.9994487166404724, 0.00055132299894467]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,200,4199,4000,0,"[3.801011323928833, -3.6264150142669678]","[0.9994056224822998, 0.0005943626747466624]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,300,4299,4000,0,"[3.7754385471343994, -3.6023781299591064]","[0.9993754029273987, 0.0006245735567063093]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,400,4399,4000,0,"[3.249459981918335, -3.106714963912964]","[0.9982669353485107, 0.0017329857219010592]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,500,4499,4000,0,"[3.7094919681549072, -3.5403478145599365]","[0.9992902278900146, 0.0007097840425558388]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,600,4599,4000,0,"[3.881291627883911, -3.7026479244232178]","[0.9994916915893555, 0.0005082953139208257]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,700,4699,4000,0,"[3.856830596923828, -3.679476022720337]","[0.9994669556617737, 0.0005330797284841537]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,800,4799,4000,0,"[3.842970371246338, -3.6663200855255127]","[0.9994522929191589, 0.0005476694786921144]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,900,4899,4000,0,"[3.852829694747925, -3.6755735874176025]","[0.9994626641273499, 0.0005373070598579943]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,1000,4999,4000,0,"[3.987225294113159, -3.8021154403686523]","[0.9995860457420349, 0.00041395428706891835]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,1100,5099,4000,0,"[4.0160393714904785, -3.829270601272583]","[0.99960857629776, 0.0003914308617822826]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,1200,5199,4000,0,"[4.060971736907959, -3.8704264163970947]","[0.9996408224105835, 0.0003591545973904431]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,1300,5299,4000,0,"[4.065133571624756, -3.874145746231079]","[0.9996436834335327, 0.000356336182449013]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,1400,5399,4000,0,"[4.065786361694336, -3.874690294265747]","[0.9996440410614014, 0.00035591007326729596]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,1500,5499,4000,0,"[4.056720733642578, -3.8668296337127686]","[0.9996379613876343, 0.00036198319867253304]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,1600,5599,4000,0,"[4.053231716156006, -3.8638131618499756]","[0.9996356964111328, 0.00036434512003324926]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,1700,5699,4000,0,"[4.044580459594727, -3.856273889541626]","[0.9996297359466553, 0.0003702898684423417]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,1800,5799,4000,0,"[4.027176856994629, -3.840372085571289]","[0.9996170997619629, 0.00038282523746602237]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,1900,5899,4000,0,"[4.042292594909668, -3.8542873859405518]","[0.9996280670166016, 0.0003718753869179636]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,2000,5999,4000,0,"[4.0393195152282715, -3.851285696029663]","[0.9996259212493896, 0.00037410311051644385]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,2100,6099,4000,0,"[4.046181678771973, -3.8574328422546387]","[0.9996306896209717, 0.00036926945904269814]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,2200,6199,4000,0,"[4.0481061935424805, -3.8591604232788086]","[0.9996320009231567, 0.0003679238143377006]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,2300,6299,4000,0,"[4.063991546630859, -3.873297929763794]","[0.9996429681777954, 0.00035704585025087]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,2400,6399,4000,0,"[4.063202381134033, -3.8728268146514893]","[0.9996424913406372, 0.00035749576636590064]"
NZ_JRKQ01000001,NZ_JRKQ01000001.1,2500,6499,4000,0,"[4.060463905334473, -3.8703629970550537]","[0.9996405839920044, 0.0003593597502913326]"
