name,sample_ID,start_position,end_position,length,label,logits,softmax_probs
NC_004557,NC_004557.1,0,3999,4000,0,"[4.014091968536377, -3.828312635421753]","[0.999607503414154, 0.00039256952004507184]"
NC_004557,NC_004557.1,100,4099,4000,0,"[3.995443820953369, -3.810810089111328]","[0.9995929598808289, 0.00040701476973481476]"
NC_004557,NC_004557.1,200,4199,4000,0,"[4.006512641906738, -3.8208281993865967]","[0.9996015429496765, 0.00039852529880590737]"
NC_004557,NC_004557.1,300,4299,4000,0,"[3.9778201580047607, -3.7938153743743896]","[0.9995786547660828, 0.0004213456704746932]"
NC_004557,NC_004557.1,400,4399,4000,0,"[3.98418927192688, -3.7997093200683594]","[0.9995837807655334, 0.00041621248237788677]"
NC_004557,NC_004557.1,500,4499,4000,0,"[4.002532958984375, -3.8169212341308594]","[0.9995983242988586, 0.0004016795428469777]"
NC_004557,NC_004557.1,600,4599,4000,0,"[4.014346122741699, -3.827979564666748]","[0.9996073842048645, 0.000392600370105356]"
NC_004557,NC_004557.1,700,4699,4000,0,"[4.008126258850098, -3.8221323490142822]","[0.9996026158332825, 0.0003973647835664451]"
NC_004557,NC_004557.1,800,4799,4000,0,"[4.006237506866455, -3.8206863403320312]","[0.9996013045310974, 0.0003986915107816458]"
NC_004557,NC_004557.1,900,4899,4000,0,"[4.0193681716918945, -3.832902669906616]","[0.9996113181114197, 0.00038871666765771806]"
NC_004557,NC_004557.1,1000,4999,4000,0,"[4.019203186035156, -3.8325905799865723]","[0.9996110796928406, 0.0003889021754730493]"
NC_004557,NC_004557.1,1100,5099,4000,0,"[4.029750347137451, -3.842090606689453]","[0.9996187686920166, 0.0003811863425653428]"
NC_004557,NC_004557.1,1200,5199,4000,0,"[4.0189595222473145, -3.8321001529693604]","[0.9996108412742615, 0.000389187567634508]"
NC_004557,NC_004557.1,1300,5299,4000,0,"[4.021666526794434, -3.8346211910247803]","[0.9996128678321838, 0.00038715897244401276]"
NC_004557,NC_004557.1,1400,5399,4000,0,"[4.0144548416137695, -3.82790207862854]","[0.9996073842048645, 0.00039258820470422506]"
NC_004557,NC_004557.1,1500,5499,4000,0,"[4.018783092498779, -3.831874370574951]","[0.9996107220649719, 0.0003893441753461957]"
NC_004557,NC_004557.1,1600,5599,4000,0,"[3.991196393966675, -3.8060495853424072]","[0.9995892643928528, 0.0004106962005607784]"
NC_004557,NC_004557.1,1700,5699,4000,0,"[3.9742486476898193, -3.790107488632202]","[0.9995755553245544, 0.0004244227020535618]"
NC_004557,NC_004557.1,1800,5799,4000,0,"[3.9299862384796143, -3.7485320568084717]","[0.9995375871658325, 0.0004624459834303707]"
NC_004557,NC_004557.1,1900,5899,4000,0,"[3.703350305557251, -3.534296989440918]","[0.9992815852165222, 0.0007184849819168448]"
NC_004557,NC_004557.1,2000,5999,4000,0,"[1.7217265367507935, -1.6695395708084106]","[0.9674304723739624, 0.03256953880190849]"
NC_004557,NC_004557.1,2100,6099,4000,0,"[3.8099381923675537, -3.6346213817596436]","[0.9994157552719116, 0.0005842719692736864]"
NC_004557,NC_004557.1,2200,6199,4000,0,"[3.5931859016418457, -3.429957866668701]","[0.9991098046302795, 0.0008902267436496913]"
NC_004557,NC_004557.1,2300,6299,4000,0,"[3.015591859817505, -2.8871357440948486]","[0.9972754120826721, 0.002724539255723357]"
NC_004557,NC_004557.1,2400,6399,4000,0,"[2.4486823081970215, -2.35471510887146]","[0.9918648600578308, 0.0081351138651371]"
NC_004557,NC_004557.1,2500,6499,4000,0,"[1.119054913520813, -1.0740439891815186]","[0.8996280431747437, 0.10037191212177277]"
NC_004557,NC_004557.1,2600,6599,4000,0,"[1.1465317010879517, -1.1013838052749634]","[0.9044705629348755, 0.09552942216396332]"
NC_004557,NC_004557.1,2700,6699,4000,1,"[-0.6232547163963318, 0.6671961545944214]","[0.21577651798725128, 0.7842234969139099]"
NC_004557,NC_004557.1,2800,6799,4000,1,"[-0.7208492755889893, 0.7605584263801575]","[0.18521490693092346, 0.8147851228713989]"
